WORD	INDEX
loss	485
show	486
later	487
survey	488
!	489
expect	490
announced	491
former	492
key	493
look	494
issue	495
dollars	496
standard_&	497
released	498
important	499
12	500
europe	501
activity	502
coming	503
research	504
helped	505
december	506
recently	507
used	508
believe	509
countries	510
august	511
gold	512
co.	513
sharp	514
japanese	515
my	516
want	517
signs	518
6	519
reduce	520
product	521
service	522
general	523
goods	524
november	525
changes	526
states	527
based	528
pace	529
us	530
problem	531
insurance	532
firms	533
local	534
use	535
law	536
boost	537
programs	538
50	539
action	540
overall	541
falling	542
run	543
forecast	544
7	545
mr	546
[	547
employees	548
give	549
following	550
productivity	551
september	552
february	553
fact	554
savings	555
profit	556
things	557
return	558
him	559
risk	560
often	561
means	562
left	563
democrats	564
instead	565
yields	566
expectations	567
banking	568
toward	569
pressure	570
lot	571
labor_department	572
looking	573
gained	574
assets	575
short	576
commerce_department	577
performance	578
led	579
remain	580
found	581
rather	582
weak	583
numbers	584
congressional	585
open	586
8	587
're	588
director	589
results	590
measure	591
exports	592
profits	593
finance	594
away	595
health	596
effect	597
question	598
advance	599
why	600
amount	601
declines	602
25	603
find	604
within	605
leaders	606
soon	607
offer	608
six	609
place	610
sold	611
held	612
provide	613
raised	614
concerns	615
proposed	616
manufacturing	617
11	618
raising	619
campaign	620
control	621
democratic	622
proposal	623
others	624
given	625
county	626
due	627
power	628
policies	629
outlook	630
war	631
seen	632
know	633
monthly	634
course	635
seven	636
slow	637
official	638
per	639
defense	640
view	641
getting	642
100	643
taking	644
especially	645
council	646
lead	647
great	648
concern	649
]	650
amid	651
fears	652
wo_n't	653
once	654
strength	655
head	656
probably	657
reagan	658
hold	659
case	660
seems	661
hard	662
reached	663
possible	664
leading	665
expansion	666
executives	667
decision	668
full	669
food	670
&_co.	671
taken	672
products	673
republican	674
generally	675
remains	676
significant	677
got	678
impact	679
example	680
measures	681
options	682
summer	683
third	684
investments	685
comes	686
along	687
orders	688
university	689
meanwhile	690
evidence	691
jumped	692
whose	693
potential	694
study	695
highest	696
school	697
we_'re	698
effort	699
output	700
sign	701
district	702
republicans	703
bad	704
imports	705
40	706
started	707
turn	708
sector	709
managers	710
agreement	711
climbed	712
analyst	713
known	714
futures	715
60	716
obama	717
makes	718
turned	719
final	720
across	721
having	722
information	723
construction	724
agreed	725
really	726
so_far	727
old	728
j	729
never	730
trillion	731
trying	732
mark	733
history	734
ever	735
line	736
auto	737
went	738
beginning	739
reason	740
figure	741
push	742
net	743
statement	744
john	745
senior	746
euro	747
central	748
advanced	749
posted	750
domestic	751
slowdown	752
steel	753
real_estate	754
9	755
terms	756
moved	757
clear	758
huge	759
doing	760
force	761
institutions	762
union	763
social_security	764
near	765
call	766
legislation	767
something	768
rest	769
16	770
s_&	771
closing	772
additional	773
efforts	774
area	775
decade	776
customers	777
working	778
predicted	779
act	780
done	781
buyers	782
nationâs	783
nasdaq_composite	784
largely	785
different	786
list	787
market.	788
18	789
conditions	790
lowest	791
able	792
13	793
association	794
particularly	795
followed	796
percentage	797
industries	798
sent	799
unit	800
regulators	801
14	802
lending	803
paid	804
face	805
increasing	806
robert	807
estimates	808
payments	809
500-stock_index	810
similar	811
grew	812
surge	813
trade_deficit	814
investor	815
morning	816
certain	817
begin	818
quickly	819
individual	820
modest	821
california	822
agency	823
behind	824
chicago	825
life	826
equity	827
industrials	828
chief_executive	829
continuing	830
vote	831
ways	832
showing	833
serious	834
commercial	835
bit	836
pushed	837
nations	838
confidence	839
operations	840
asked	841
rules	842
hopes	843
warned	844
gave	845
thing	846
relatively	847
chief_economist	848
economy.	849
bernanke	850
maryland	851
saying	852
retirement	853
include	854
account	855
estimated	856
commission	857
sale	858
mortgages	859
seem	860
broad	861
member	862
contract	863
worst	864
monetary_policy	865
mixed	866
failed	867
greater	868
declining	869
david	870
saw	871
order	872
thought	873
shows	874
worth	875
wages	876
slowing	877
reduction	878
target	879
manager	880
available	881
itself	882
noted	883
meet	884
groups	885
free	886
grow	887
region	888
debate	889
oct.	890
process	891
response	892
black	893
common	894
currencies	895
me	896
executive	897
issued	898
speech	899
interest-rate	900
using	901
either	902
gdp	903
strategy	904
running	905
charge	906
percentage_point	907
treasury_secretary	908
holding	909
years.	910
fallen	911
fear	912
heavy	913
development	914
consider	915
idea	916
special	917
main	918
aid	919
17	920
monetary	921
remained	922
eight	923
asian	924
let	925
yesterday.	926
thus	927
bring	928
unchanged	929
larger	930
mean	931
approved	932
kind	933
smaller	934
center	935
moving	936
computer	937
jump	938
retail	939
offering	940
tokyo	941
actually	942
offered	943
lenders	944
family	945
basis	946
nothing	947
â¢	948
range	949
expects	950
election	951
inflation.	952
statistics	953
vice_president	954
internet	955
needed	956
homes	957
military	958
asia	959
education	960
second_quarter	961
community	962
matter	963
cause	964
balance	965
ca_n't	966
stronger	967
note	968
reduced	969
continues	970
faster	971
position	972
cutting	973
trend	974
building	975
weakness	976
moves	977
sure	978
difficult	979
always	980
try	981
gross_domestic	982
whole	983
retailers	984
wage	985
needs	986
estimate	987
marks	988
increasingly	989
19	990
attention	991
indicators	992
living	993
secretary	994
worries	995
caused	996
social	997
borrowing	998
employers	999
â	1000
jan.	1001
perhaps	1002
series	1003
allow	1004
appears	1005
received	1006
changed	1007
accounts	1008
wants	1009
chairman_alan	1010
1987	1011
stores	1012
accounting	1013
(_ap	1014
broader	1015
hours	1016
william	1017
supply	1018
themselves	1019
returns	1020
fees	1021
beyond	1022
traded	1023
hope	1024
active	1025
situation	1026
reform	1027
car	1028
role	1029
soared	1030
brought	1031
factors	1032
purchases	1033
texas	1034
virginia	1035
improvement	1036
ford	1037
carter	1038
journal	1039
economies	1040
jobless	1041
suggested	1042
analysis	1043
size	1044
revised	1045
advisers	1046
mostly	1047
calls	1048
manufacturers	1049
men	1050
stimulus	1051
0.2	1052
staff	1053
minutes	1054
positive	1055
moderate	1056
risen	1057
single	1058
proposals	1059
steady	1060
suggests	1061
negative	1062
starting	1063
indeed	1064
utilities	1065
sense	1066
spend	1067
create	1068
package	1069
paying	1070
chinese	1071
term	1072
hurt	1073
shift	1074
passed	1075
agencies	1076
pushing	1077
personal	1078
decades	1079
suggest	1080
outside	1081
afternoon	1082
currently	1083
quite	1084
2008	1085
deficits	1086
week.	1087
borrowers	1088
present	1089
third_quarter	1090
governor	1091
security	1092
trust	1093
kept	1094
london	1095
operating	1096
together	1097
fourth_quarter	1098
provided	1099
feel	1100
addition	1101
1990	1102
focus	1103
usually	1104
worse	1105
benefit	1106
cars	1107
financing	1108
talks	1109
0.1	1110
designed	1111
simply	1112
seemed	1113
decided	1114
created	1115
bought	1116
comments	1117
adding	1118
mexico	1119
spokesman	1120
treasurys	1121
save	1122
families	1123
systems	1124
lawmakers	1125
sen.	1126
spent	1127
man	1128
canadian	1129
canada	1130
college	1131
everything	1132
party	1133
anything	1134
weekly	1135
retail_sales	1136
indexes	1137
finished	1138
throughout	1139
hand	1140
â	1141
improve	1142
aug.	1143
effects	1144
percent.	1145
commodity	1146
limit	1147
boston	1148
2001	1149
side	1150
blue-chip	1151
goes	1152
unless	1153
voters	1154
seeking	1155
standard	1156
popular	1157
bankers	1158
highs	1159
scheduled	1160
nov.	1161
borrow	1162
leave	1163
fight	1164
spring	1165
recession.	1166
considered	1167
surplus	1168
peak	1169
giving	1170
talk	1171
women	1172
questions	1173
united	1174
âthe	1175
basic	1176
appeared	1177
21	1178
hour	1179
indicated	1180
boom	1181
purchase	1182
economics	1183
keeping	1184
roughly	1185
sept.	1186
competition	1187
slump	1188
projected	1189
reasons	1190
areas	1191
seasonally_adjusted	1192
brokers	1193
holdings	1194
rebound	1195
regional	1196
expensive	1197
uncertainty	1198
six_months	1199
finally	1200
reading	1201
dec.	1202
bureau	1203
became	1204
0.3	1205
giant	1206
22	1207
children	1208
forecasts	1209
paper	1210
substantial	1211
stay	1212
longer	1213
forced	1214
bid	1215
charges	1216
gasoline	1217
included	1218
stock-market	1219
flat	1220
500	1221
night	1222
equipment	1223
answer	1224
health_care	1225
post	1226
opening	1227
temporary	1228
true	1229
property	1230
significantly	1231
surged	1232
germany	1233
portfolio	1234
downturn	1235
interest_rates.	1236
worry	1237
wrong	1238
notes	1239
sources	1240
required	1241
gone	1242
millions	1243
rapidly	1244
legal	1245
investing	1246
fuel	1247
quarterly	1248
improved	1249
majority	1250
drive	1251
24	1252
published	1253
cover	1254
reach	1255
lowest_level	1256
putting	1257
risks	1258
2000	1259
add	1260
1.5	1261
appear	1262
concerned	1263
widely	1264
stop	1265
reserves	1266
contracts	1267
officer	1268
26	1269
prospects	1270
mutual_funds	1271
conservative	1272
step	1273
easy	1274
slipped	1275
traditional	1276
money_supply	1277
chance	1278
commerce	1279
1991	1280
23	1281
avoid	1282
28	1283
bills	1284
leaving	1285
claims	1286
0.5	1287
fewer	1288
james	1289
light	1290
exchange_commission	1291
break	1292
young	1293
steps	1294
interview	1295
'll	1296
feb.	1297
announcement	1298
attempt	1299
invest	1300
u.s	1301
ending	1302
software	1303
projects	1304
tell	1305
voted	1306
offset	1307
ease	1308
clients	1309
release	1310
ability	1311
require	1312
warning	1313
richard	1314
trouble	1315
cities	1316
reducing	1317
worried	1318
70	1319
lows	1320
boosted	1321
strategist	1322
experts	1323
willing	1324
organization	1325
initial	1326
2009	1327
imf	1328
j.	1329
necessary	1330
pretty	1331
previously	1332
mainly	1333
consensus	1334
0.4	1335
headed	1336
slowed	1337
gas	1338
parts	1339
bigger	1340
discount_rate	1341
national_association	1342
signal	1343
drug	1344
everyone	1345
rails	1346
picture	1347
clearly	1348
thousands	1349
rule	1350
wrote	1351
wholesale	1352
conference	1353
immediate	1354
street	1355
limited	1356
age	1357
daily	1358
crash	1359
competitive	1360
spread	1361
billion.	1362
students	1363
maker	1364
policy_makers	1365
corporations	1366
1986	1367
worked	1368
massive	1369
unemployed	1370
1/2	1371
weekend	1372
somewhat	1373
dealers	1374
so-called	1375
powerful	1376
rapid	1377
fixed	1378
hiring	1379
room	1380
technical	1381
michael	1382
general_motors	1383
partly	1384
population	1385
heavily	1386
sometimes	1387
progress	1388
1992	1389
upward	1390
core	1391
slide	1392
overseas	1393
couple	1394
sectors	1395
1,000	1396
author_:	1397
opened	1398
form	1399
itâs	1400
...	1401
direction	1402
prices.	1403
|	1404
tumbled	1405
losing	1406
prime	1407
gov	1408
collapse	1409
entire	1410
fast	1411
combined	1412
approach	1413
quality	1414
includes	1415
1998	1416
no_longer	1417
deals	1418
produce	1419
funding	1420
filed	1421
losers	1422
2.5	1423
reaction	1424
units	1425
helping	1426
goal	1427
subject	1428
1.3	1429
regulatory	1430
pressures	1431
reserve	1432
agree	1433
}	1434
layoffs	1435
name	1436
expand	1437
nixon	1438
volatility	1439
200	1440
story	1441
court	1442
turning	1443
facing	1444
possibility	1445
lines	1446
1985	1447
surprise	1448
1.4	1449
rep.	1450
schools	1451
washington_area	1452
volcker	1453
round	1454
cases	1455
sessions	1456
eventually	1457
volatile	1458
press	1459
tough	1460
threat	1461
fresh	1462
we_'ve	1463
plus	1464
opportunity	1465
associated_press	1466
d.c.	1467
politicians	1468
weaker	1469
message	1470
indicator	1471
gap	1472
calif.	1473
sluggish	1474
alone	1475
turmoil	1476
easing	1477
taxpayers	1478
've	1479
plunged	1480
season	1481
bear	1482
air	1483
controls	1484
abroad	1485
favor	1486
slower	1487
medical	1488
land	1489
care	1490
book	1491
review	1492
1988	1493
edged	1494
shareholders	1495
forces	1496
healthy	1497
29	1498
negotiations	1499
wanted	1500
success	1501
approval	1502
governments	1503
prospect	1504
prevent	1505
leadership	1506
separate	1507
0.6	1508
paul	1509
send	1510
airlines	1511
candidates	1512
sec	1513
decisions	1514
i_'m	1515
article	1516
certainly	1517
institute	1518
typically	1519
reflected	1520
experience	1521
{	1522
track	1523
rallied	1524
takes	1525
george	1526
27	1527
failure	1528
values	1529
independent	1530
charged	1531
robust	1532
jr.	1533
highly	1534
billions	1535
residents	1536
offers	1537
live	1538
items	1539
ready	1540
widespread	1541
adjusted	1542
1999	1543
'd	1544
1994	1545
m.	1546
pass	1547
planned	1548
related	1549
tight	1550
80	1551
play	1552
iraq	1553
highest_level	1554
1993	1555
immediately	1556
optimistic	1557
totaled	1558
welfare	1559
brazil	1560
holiday	1561
driven	1562
positions	1563
35	1564
seek	1565
international_monetary	1566
capacity	1567
combination	1568
thanks	1569
indicate	1570
tend	1571
produced	1572
works	1573
growth.	1574
aimed	1575
chrysler	1576
barrel	1577
stood	1578
benchmark	1579
attractive	1580
relief	1581
merrill_lynch	1582
leader	1583
1982	1584
wave	1585
words	1586
won	1587
individuals	1588
begun	1589
payment	1590
ground	1591
lose	1592
contrast	1593
lack	1594
reflect	1595
anyone	1596
thinking	1597
himself	1598
particular	1599
gets	1600
double	1601
met	1602
optimism	1603
solid	1604
severe	1605
expanded	1606
plant	1607
base	1608
2007	1609
tried	1610
happen	1611
soaring	1612
opposition	1613
expanding	1614
politics	1615
real-estate	1616
standards	1617
damage	1618
prior	1619
r.	1620
laws	1621
extra	1622
strike	1623
waiting	1624
sought	1625
1.2	1626
eased	1627
deposits	1628
reflecting	1629
various	1630
partners	1631
raises	1632
remarks	1633
build	1634
a.	1635
professor	1636
authority	1637
comment	1638
west	1639
medicare	1640
p_500	1641
win	1642
employee	1643
wealth	1644
floor	1645
incomes	1646
effective	1647
critics	1648
suffered	1649
inventories	1650
plunge	1651
30-year	1652
composite	1653
german	1654
actions	1655
apparently	1656
morgan_stanley	1657
month.	1658
inflationary	1659
2004	1660
creating	1661
2010	1662
television	1663
speculation	1664
transportation	1665
cited	1666
allowed	1667
direct	1668
takeover	1669
looked	1670
ask	1671
p	1672
word	1673
1.1	1674
actual	1675
involved	1676
nor	1677
town	1678
d.	1679
environment	1680
deep	1681
white	1682
managed	1683
fully	1684
improving	1685
receive	1686
hundreds	1687
dividends	1688
moment	1689
becoming	1690
presidential	1691
advances	1692
source	1693
nationwide	1694
measured	1695
farm	1696
considering	1697
1984	1698
events	1699
averaged	1700
fannie_mae	1701
it.	1702
focused	1703
johnson	1704
india	1705
built	1706
moreover	1707
faces	1708
specific	1709
choice	1710
nine	1711
south	1712
microsoft	1713
ran	1714
follow	1715
climb	1716
existing	1717
north	1718
j.p._morgan	1719
happened	1720
reflects	1721
ones	1722
grown	1723
british	1724
exactly	1725
tomorrow	1726
unions	1727
west_german	1728
struggling	1729
commodities	1730
merger	1731
3.5	1732
300	1733
store	1734
argue	1735
western	1736
driving	1737
game	1738
thomas	1739
participants	1740
setting	1741
front	1742
quick	1743
1997	1744
access	1745
communications	1746
90	1747
prepared	1748
panel	1749
h.	1750
bankruptcy	1751
critical	1752
online	1753
details	1754
dividend	1755
maybe	1756
expenses	1757
*	1758
1989	1759
averages	1760
gm	1761
households	1762
understand	1763
houses	1764
maintain	1765
primary	1766
ms.	1767
hong_kong	1768
named	1769
pick	1770
prosperity	1771
1996	1772
joint	1773
doubt	1774
revenues	1775
virtually	1776
felt	1777
homeowners	1778
extended	1779
reporting	1780
trends	1781
stable	1782
predict	1783
momentum	1784
1980s	1785
block	1786
records	1787
w.	1788
cautious	1789
marked	1790
forward	1791
unusual	1792
bottom	1793
1980	1794
address	1795
limits	1796
except	1797
1995	1798
baltimore	1799
read	1800
tightening	1801
telephone	1802
excluding	1803
los_angeles	1804
factory	1805
letter	1806
usual	1807
today.	1808
anticipated	1809
consumer_confidence	1810
closely	1811
shot	1812
christmas	1813
payroll	1814
date	1815
emergency	1816
developments	1817
project	1818
1970s	1819
sunday	1820
substantially	1821
earned	1822
providing	1823
network	1824
apparent	1825
auction	1826
attack	1827
million.	1828
charles	1829
police	1830
poverty	1831
vice	1832
lowered	1833
2003	1834
represents	1835
neither	1836
argued	1837
chairman_ben	1838
gives	1839
reductions	1840
factories	1841
row	1842
400	1843
judge	1844
reported_yesterday.	1845
talking	1846
slowly	1847
fueled	1848
friday.	1849
aggressive	1850
deflation	1851
fire	1852
underlying	1853
media	1854
simple	1855
twice	1856
returned	1857
renewed	1858
s.	1859
signed	1860
electronics	1861
developed	1862
bet	1863
credit_card	1864
middle	1865
outstanding	1866
regulation	1867
encouraging	1868
0.7	1869
rich	1870
protect	1871
pattern	1872
listed	1873
planning	1874
unlikely	1875
gop	1876
check	1877
believes	1878
intervention	1879
flow	1880
pulled	1881
few_weeks	1882
gross_national	1883
normal	1884
offices	1885
testimony	1886
event	1887
bullish	1888
regular	1889
cycle	1890
affect	1891
investigation	1892
finding	1893
urged	1894
britain	1895
affected	1896
retirees	1897
quarters	1898
attributed	1899
invested	1900
described	1901
work_force	1902
31	1903
test	1904
1.6	1905
society	1906
stability	1907
1.7	1908
steep	1909
ecb	1910
s	1911
calling	1912
declared	1913
makers	1914
markets.	1915
looks	1916
expecting	1917
associates	1918
computers	1919
division	1920
provides	1921
airline	1922
fairly	1923
tech	1924
extend	1925
worker	1926
stimulate	1927
russia	1928
nyse	1929
believed	1930
e.	1931
bull	1932
stake	1933
finish	1934
exchanges	1935
r	1936
subcommittee	1937
recovered	1938
directly	1939
10-year	1940
composite_index	1941
&_t	1942
)_âthe	1943
shown	1944
sustained	1945
1983	1946
months.	1947
historic	1948
meant	1949
dramatic	1950
once_again	1951
hearing	1952
resources	1953
otherwise	1954
zero	1955
c.	1956
factor	1957
theory	1958
slight	1959
statements	1960
45	1961
depressed	1962
launched	1963
card	1964
safety	1965
france	1966
ago.	1967
freddie_mac	1968
settlement	1969
bringing	1970
asking	1971
trades	1972
books	1973
surprising	1974
blamed	1975
easier	1976
producer	1977
sending	1978
surprised	1979
confirmed	1980
prompted	1981
amounts	1982
puts	1983
unlike	1984
team	1985
rival	1986
ibm	1987
straight	1988
trader	1989
water	1990
pension	1991
person	1992
battle	1993
runs	1994
export	1995
b.	1996
two-thirds	1997
victory	1998
san_francisco	1999
restructuring	2000
favorable	2001
possibly	2002
reagan_administration	2003
margin	2004
weather	2005
health-care	2006
troubled	2007
sentiment	2008
plants	2009
producers	2010
wake	2011
premium	2012
yesterdayâs	2013
page	2014
strongly	2015
responsible	2016
spur	2017
retailer	2018
acquisition	2019
claim	2020
hoping	2021
gainers	2022
newswires	2023
2.7	2024
equities	2025
sort	2026
suggesting	2027
weakening	2028
sparked	2029
net_income	2030
intended	2031
space	2032
harder	2033
supposed	2034
directors	2035
transactions	2036
martin	2037
requires	2038
âwe	2039
fourth	2040
lend	2041
tied	2042
lie	2043
south_korea	2044
1.8	2045
steadily	2046
slid	2047
l.	2048
unexpected	2049
relative	2050
caught	2051
primarily	2052
influence	2053
compensation	2054
brief	2055
requirements	2056
era	2057
detroit	2058
equal	2059
discount	2060
contributed	2061
forecasters	2062
checks	2063
uncertain	2064
easily	2065
meetings	2066
first-quarter	2067
75	2068
chase	2069
foreign-exchange	2070
speaking	2071
opportunities	2072
2006	2073
governors	2074
liquidity	2075
convinced	2076
blue_chips	2077
remaining	2078
adviser	2079
steels	2080
michigan	2081
minimum	2082
day.	2083
successful	2084
upon	2085
ipo	2086
joined	2087
sept._11	2088
stand	2089
practices	2090
2011	2091
1981	2092
summit	2093
attacks	2094
asset	2095
bets	2096
movement	2097
interests	2098
trading.	2099
played	2100
gaining	2101
owned	2102
instance	2103
risky	2104
advertising	2105
correction	2106
cap	2107
club	2108
training	2109
promised	2110
fourth-quarter	2111
ratio	2112
indication	2113
broke	2114
institutional	2115
disappointing	2116
merely	2117
heard	2118
causing	2119
bubble	2120
ratings	2121
projections	2122
motors	2123
closer	2124
saving	2125
personal_income	2126
democrat	2127
places	2128
practice	2129
4.5	2130
argument	2131
accept	2132
administrationâs	2133
complete	2134
transaction	2135
delay	2136
carry	2137
hands	2138
adds	2139
encourage	2140
heading	2141
2.3	2142
lift	2143
newly	2144
priced	2145
travel	2146
forecasting	2147
signals	2148
brokerage	2149
serve	2150
peter	2151
faced	2152
changing	2153
0.9	2154
reality	2155
promise	2156
ltd.	2157
2.2	2158
overnight	2159
bad_news	2160
unprecedented	2161
600	2162
household	2163
decide	2164
race	2165
complex	2166
sank	2167
filing	2168
owners	2169
class	2170
nevertheless	2171
senate_banking	2172
second-quarter	2173
1,000_face	2174
borrowed	2175
i_am	2176
2.6	2177
barely	2178
written	2179
targets	2180
mind	2181
budget_deficits	2182
affairs	2183
electronic	2184
heads	2185
introduced	2186
brown	2187
status	2188
chemical	2189
completed	2190
seeing	2191
expressed	2192
restrictions	2193
served	2194
professional	2195
hardly	2196
mild	2197
narrow	2198
donât	2199
c	2200
commitment	2201
median	2202
viewed	2203
surprisingly	2204
initially	2205
hotel	2206
rebounded	2207
2002	2208
allowing	2209
shed	2210
blame	2211
gauge	2212
managing_director	2213
legislative	2214
outsourcing	2215
lately	2216
5.5	2217
betting	2218
determined	2219
fair	2220
represent	2221
0.8	2222
extent	2223
model	2224
poll	2225
florida	2226
incentives	2227
elections	2228
begins	2229
split	2230
modern	2231
recessions	2232
sound	2233
fixed-income	2234
lender	2235
whom	2236
manage	2237
originally	2238
nervous	2239
knows	2240
delivery	2241
chain	2242
component	2243
salaries	2244
traffic	2245
unusually	2246
miller	2247
road	2248
candidate	2249
rights	2250
variety	2251
therefore	2252
nasd	2253
3.6	2254
senior_vice	2255
stands	2256
cheap	2257
elected	2258
encouraged	2259
quoted	2260
student	2261
parents	2262
views	2263
recovery.	2264
salary	2265
shortly	2266
principal	2267
red	2268
excess	2269
farmers	2270
language	2271
doubled	2272
happening	2273
sees	2274
french	2275
disclosed	2276
suddenly	2277
hot	2278
2.4	2279
operation	2280
gnp	2281
30_industrials	2282
drove	2283
portion	2284
difference	2285
determine	2286
citizens	2287
stage	2288
east	2289
typical	2290
third-quarter	2291
keeps	2292
york.	2293
g.	2294
ohio	2295
discuss	2296
2.8	2297
advantage	2298
weakened	2299
stocks.	2300
2005	2301
annually	2302
promises	2303
recorded	2304
mass	2305
holds	2306
hoped	2307
peace	2308
advice	2309
urban	2310
agriculture	2311
ad	2312
3.2	2313
philadelphia	2314
caution	2315
aside	2316
protection	2317
original	2318
fee	2319
sell-off	2320
assistance	2321
feeling	2322
downward	2323
century	2324
magazine	2325
alternative	2326
assistant	2327
criticism	2328
corporate_profits	2329
announce	2330
over-the-counter	2331
goldman_sachs	2332
opposed	2333
dozen	2334
quiet	2335
37	2336
prove	2337
columbia	2338
discussions	2339
players	2340
essentially	2341
earlier.	2342
surveys	2343
acquire	2344
booming	2345
davis	2346
intel	2347
rises	2348
t	2349
offerings	2350
opinion	2351
fifth	2352
mounting	2353
telecommunications	2354
derivatives	2355
compete	2356
search	2357
1970	2358
hear	2359
option	2360
competitors	2361
burns	2362
publicly	2363
someone	2364
permanent	2365
shock	2366
trigger	2367
everybody	2368
profit-taking	2369
sellers	2370
marketing	2371
beijing	2372
afford	2373
emerged	2374
vehicles	2375
lowering	2376
tracks	2377
turnover	2378
stopped	2379
shopping	2380
3.8	2381
argentina	2382
approve	2383
ultimately	2384
sensitive	2385
middle_east	2386
established	2387
acquired	2388
deposit	2389
coverage	2390
55	2391
maximum	2392
panic	2393
starts	2394
ideas	2395
indicating	2396
occurred	2397
miles	2398
relationship	2399
modestly	2400
seasonal	2401
drugs	2402
safe	2403
degree	2404
predicting	2405
whatever	2406
settle	2407
capitol_hill	2408
payrolls	2409
4_p.m.	2410
tv	2411
investors.	2412
deputy	2413
strategic	2414
elsewhere	2415
curb	2416
fundamental	2417
1.9	2418
yearâs	2419
burden	2420
